;Retailer;Retailer ID;Invoice Date;Region;State;City;Product;Price per Unit;Units Sold;Total Sales;Operating Profit;Operating Margin;Sales Method
;Foot Locker;1128299;4/23/21;West;Arizona;Phoenix;Women's Athletic Footwear;R$50,00 ;250;R$125.000 ;R$43.750 ;35%;Online
;Foot Locker;1128299;4/23/21;West;Arizona;Phoenix;Men's Apparel;R$55,00 ;150;R$82.500 ;R$24.750 ;30%;Online
;Foot Locker;1128299;4/23/21;West;Arizona;Phoenix;Women's Apparel;R$70,00 ;325;R$227.500 ;R$56.875 ;25%;Online
;Foot Locker;1128299;5/24/21;West;Arizona;Phoenix;Men's Street Footwear;R$50,00 ;525;R$262.500 ;R$91.875 ;35%;Online
;Foot Locker;1128299;5/24/21;West;Arizona;Phoenix;Men's Athletic Footwear;R$55,00 ;375;R$206.250 ;R$82.500 ;40%;Online
;Foot Locker;1128299;5/24/21;West;Arizona;Phoenix;Women's Street Footwear;R$55,00 ;400;R$220.000 ;R$77.000 ;35%;Online
;Foot Locker;1128299;5/24/21;West;Arizona;Phoenix;Women's Athletic Footwear;R$50,00 ;300;R$150.000 ;R$52.500 ;35%;Online
;Foot Locker;1128299;5/24/21;West;Arizona;Phoenix;Men's Apparel;R$55,00 ;200;R$110.000 ;R$33.000 ;30%;Online
;Foot Locker;1128299;5/24/21;West;Arizona;Phoenix;Women's Apparel;R$70,00 ;375;R$262.500 ;R$65.625 ;25%;Online
;Foot Locker;1128299;6/23/21;West;Arizona;Phoenix;Men's Street Footwear;R$50,00 ;625;R$312.500 ;R$109.375 ;35%;Online
;Foot Locker;1128299;6/23/21;West;Arizona;Phoenix;Men's Athletic Footwear;R$55,00 ;475;R$261.250 ;R$104.500 ;40%;Online
;Foot Locker;1128299;6/23/21;West;Arizona;Phoenix;Women's Street Footwear;R$55,00 ;475;R$261.250 ;R$91.438 ;35%;Online
;Foot Locker;1128299;6/23/21;West;Arizona;Phoenix;Women's Athletic Footwear;R$50,00 ;350;R$175.000 ;R$61.250 ;35%;Online
;Foot Locker;1128299;6/23/21;West;Arizona;Phoenix;Men's Apparel;R$55,00 ;225;R$123.750 ;R$37.125 ;30%;Online
;Foot Locker;1128299;6/23/21;West;Arizona;Phoenix;Women's Apparel;R$70,00 ;525;R$367.500 ;R$91.875 ;25%;Online
;Foot Locker;1128299;7/22/21;West;Arizona;Phoenix;Men's Street Footwear;R$50,00 ;675;R$337.500 ;R$118.125 ;35%;Online
;Foot Locker;1128299;7/22/21;West;Arizona;Phoenix;Men's Athletic Footwear;R$55,00 ;525;R$288.750 ;R$115.500 ;40%;Online
;Foot Locker;1128299;7/22/21;West;Arizona;Phoenix;Women's Street Footwear;R$55,00 ;475;R$261.250 ;R$91.438 ;35%;Online
;Foot Locker;1128299;7/22/21;West;Arizona;Phoenix;Women's Athletic Footwear;R$50,00 ;375;R$187.500 ;R$65.625 ;35%;Online
;Foot Locker;1128299;7/22/21;West;Arizona;Phoenix;Men's Apparel;R$55,00 ;425;R$233.750 ;R$70.125 ;30%;Online
;Foot Locker;1128299;7/22/21;West;Arizona;Phoenix;Women's Apparel;R$70,00 ;425;R$297.500 ;R$74.375 ;25%;Online
;Foot Locker;1128299;8/23/21;West;Arizona;Phoenix;Men's Street Footwear;R$55,00 ;625;R$343.750 ;R$120.313 ;35%;Online
;Foot Locker;1128299;8/23/21;West;Arizona;Phoenix;Men's Athletic Footwear;R$60,00 ;575;R$345.000 ;R$138.000 ;40%;Online
;Foot Locker;1128299;8/23/21;West;Arizona;Phoenix;Women's Street Footwear;R$55,00 ;450;R$247.500 ;R$86.625 ;35%;Online
;Foot Locker;1128299;8/23/21;West;Arizona;Phoenix;Women's Athletic Footwear;R$55,00 ;400;R$220.000 ;R$77.000 ;35%;Online
;Foot Locker;1128299;8/23/21;West;Arizona;Phoenix;Men's Apparel;R$65,00 ;400;R$260.000 ;R$78.000 ;30%;Online
;Foot Locker;1128299;8/23/21;West;Arizona;Phoenix;Women's Apparel;R$70,00 ;375;R$262.500 ;R$65.625 ;25%;Online
;Foot Locker;1128299;9/24/21;West;Arizona;Phoenix;Men's Street Footwear;R$45,00 ;575;R$258.750 ;R$90.563 ;35%;Online
;Foot Locker;1128299;9/24/21;West;Arizona;Phoenix;Men's Athletic Footwear;R$50,00 ;575;R$287.500 ;R$115.000 ;40%;Online
;Foot Locker;1128299;9/24/21;West;Arizona;Phoenix;Women's Street Footwear;R$45,00 ;425;R$191.250 ;R$66.938 ;35%;Online
;Foot Locker;1128299;9/24/21;West;Arizona;Phoenix;Women's Athletic Footwear;R$45,00 ;375;R$168.750 ;R$59.063 ;35%;Online
;Foot Locker;1128299;9/24/21;West;Arizona;Phoenix;Men's Apparel;R$55,00 ;375;R$206.250 ;R$61.875 ;30%;Online
;Foot Locker;1128299;9/24/21;West;Arizona;Phoenix;Women's Apparel;R$60,00 ;425;R$255.000 ;R$63.750 ;25%;Online
;Foot Locker;1128299;10/23/21;West;Arizona;Phoenix;Men's Street Footwear;R$45,00 ;500;R$225.000 ;R$78.750 ;35%;Online
;Foot Locker;1128299;10/23/21;West;Arizona;Phoenix;Men's Athletic Footwear;R$50,00 ;500;R$250.000 ;R$100.000 ;40%;Online
;Foot Locker;1128299;10/23/21;West;Arizona;Phoenix;Women's Street Footwear;R$45,00 ;325;R$146.250 ;R$51.188 ;35%;Online
;Foot Locker;1128299;10/23/21;West;Arizona;Phoenix;Women's Athletic Footwear;R$45,00 ;300;R$135.000 ;R$47.250 ;35%;Online
;Foot Locker;1128299;10/23/21;West;Arizona;Phoenix;Men's Apparel;R$55,00 ;275;R$151.250 ;R$45.375 ;30%;Online
;Foot Locker;1128299;10/23/21;West;Arizona;Phoenix;Women's Apparel;R$60,00 ;325;R$195.000 ;R$48.750 ;25%;Online
;Foot Locker;1128299;11/23/21;West;Arizona;Phoenix;Men's Street Footwear;R$45,00 ;500;R$225.000 ;R$78.750 ;35%;Online
;Foot Locker;1128299;11/23/21;West;Arizona;Phoenix;Men's Athletic Footwear;R$50,00 ;525;R$262.500 ;R$105.000 ;40%;Online
;Foot Locker;1128299;11/23/21;West;Arizona;Phoenix;Women's Street Footwear;R$45,00 ;375;R$168.750 ;R$59.063 ;35%;Online
;Foot Locker;1128299;11/23/21;West;Arizona;Phoenix;Women's Athletic Footwear;R$45,00 ;350;R$157.500 ;R$55.125 ;35%;Online
;Foot Locker;1128299;11/23/21;West;Arizona;Phoenix;Men's Apparel;R$55,00 ;300;R$165.000 ;R$49.500 ;30%;Online
;Foot Locker;1128299;11/23/21;West;Arizona;Phoenix;Women's Apparel;R$60,00 ;425;R$255.000 ;R$63.750 ;25%;Online
;Foot Locker;1128299;12/22/21;West;Arizona;Phoenix;Men's Street Footwear;R$45,00 ;625;R$281.250 ;R$98.438 ;35%;Online
;Foot Locker;1128299;12/22/21;West;Arizona;Phoenix;Men's Athletic Footwear;R$50,00 ;625;R$312.500 ;R$125.000 ;40%;Online
;Kohl's;1128299;12/22/21;West;Arizona;Phoenix;Women's Street Footwear;R$45,00 ;425;R$191.250 ;R$66.938 ;35%;Online
;Kohl's;1128299;12/22/21;West;Arizona;Phoenix;Women's Athletic Footwear;R$45,00 ;425;R$191.250 ;R$66.938 ;35%;Online
;Kohl's;1128299;12/22/21;West;Arizona;Phoenix;Men's Apparel;R$55,00 ;350;R$192.500 ;R$57.750 ;30%;Online
;Kohl's;1128299;12/22/21;West;Arizona;Phoenix;Women's Apparel;R$60,00 ;450;R$270.000 ;R$67.500 ;25%;Online
;Kohl's;1128299;1/26/21;West;Arizona;Phoenix;Men's Street Footwear;R$35,00 ;475;R$166.250 ;R$58.188 ;35%;Online
;Kohl's;1128299;1/26/21;West;Arizona;Phoenix;Men's Athletic Footwear;R$45,00 ;475;R$213.750 ;R$85.500 ;40%;Online
;Kohl's;1128299;1/26/21;West;Arizona;Phoenix;Women's Street Footwear;R$45,00 ;475;R$213.750 ;R$74.813 ;35%;Online
;Kohl's;1128299;1/26/21;West;Arizona;Phoenix;Women's Athletic Footwear;R$45,00 ;325;R$146.250 ;R$51.188 ;35%;Online
;Kohl's;1128299;1/26/21;West;Arizona;Phoenix;Men's Apparel;R$50,00 ;275;R$137.500 ;R$41.250 ;30%;Online
;Kohl's;1128299;1/26/21;West;Arizona;Phoenix;Women's Apparel;R$45,00 ;475;R$213.750 ;R$53.438 ;25%;Online
;Kohl's;1128299;2/26/21;West;Arizona;Phoenix;Men's Street Footwear;R$35,00 ;525;R$183.750 ;R$64.313 ;35%;Online
;Kohl's;1128299;2/26/21;West;Arizona;Phoenix;Men's Athletic Footwear;R$45,00 ;425;R$191.250 ;R$76.500 ;40%;Online
;Kohl's;1128299;2/26/21;West;Arizona;Phoenix;Women's Street Footwear;R$45,00 ;425;R$191.250 ;R$66.938 ;35%;Online
;Kohl's;1128299;2/26/21;West;New Mexico;Albuquerque;Women's Athletic Footwear;R$45,00 ;275;R$123.750 ;R$43.313 ;35%;Online
;Kohl's;1128299;2/26/21;West;New Mexico;Albuquerque;Men's Apparel;R$50,00 ;200;R$100.000 ;R$30.000 ;30%;Online
;Kohl's;1128299;2/26/21;West;New Mexico;Albuquerque;Women's Apparel;R$45,00 ;400;R$180.000 ;R$45.000 ;25%;Online
;Kohl's;1128299;3/25/21;West;New Mexico;Albuquerque;Men's Street Footwear;R$45,00 ;550;R$247.500 ;R$86.625 ;35%;Online
;Kohl's;1128299;3/25/21;West;New Mexico;Albuquerque;Men's Athletic Footwear;R$55,00 ;400;R$220.000 ;R$88.000 ;40%;Online
;Kohl's;1128299;3/25/21;West;New Mexico;Albuquerque;Women's Street Footwear;R$55,00 ;400;R$220.000 ;R$77.000 ;35%;Online
;Kohl's;1128299;3/25/21;West;New Mexico;Albuquerque;Women's Athletic Footwear;R$55,00 ;275;R$151.250 ;R$52.938 ;35%;Online
;Kohl's;1128299;3/25/21;West;New Mexico;Albuquerque;Men's Apparel;R$60,00 ;175;R$105.000 ;R$31.500 ;30%;Online
;Kohl's;1128299;3/25/21;West;New Mexico;Albuquerque;Women's Apparel;R$55,00 ;375;R$206.250 ;R$51.563 ;25%;Online
;Kohl's;1128299;4/26/21;West;New Mexico;Albuquerque;Men's Street Footwear;R$55,00 ;550;R$302.500 ;R$105.875 ;35%;Online
;Kohl's;1128299;4/26/21;West;New Mexico;Albuquerque;Men's Athletic Footwear;R$60,00 ;350;R$210.000 ;R$84.000 ;40%;Online
;Kohl's;1128299;4/26/21;West;New Mexico;Albuquerque;Women's Street Footwear;R$60,00 ;400;R$240.000 ;R$84.000 ;35%;Online
;Kohl's;1128299;4/26/21;West;New Mexico;Albuquerque;Women's Athletic Footwear;R$55,00 ;300;R$165.000 ;R$57.750 ;35%;Online
;Kohl's;1128299;4/26/21;West;New Mexico;Albuquerque;Men's Apparel;R$60,00 ;200;R$120.000 ;R$36.000 ;30%;Online
;Kohl's;1128299;4/26/21;West;New Mexico;Albuquerque;Women's Apparel;R$75,00 ;375;R$281.250 ;R$70.313 ;25%;Online
;Kohl's;1128299;5/27/21;West;New Mexico;Albuquerque;Men's Street Footwear;R$55,00 ;575;R$316.250 ;R$110.688 ;35%;Online
;Kohl's;1128299;5/27/21;West;New Mexico;Albuquerque;Men's Athletic Footwear;R$60,00 ;425;R$255.000 ;R$102.000 ;40%;Online
;Kohl's;1128299;5/27/21;West;New Mexico;Albuquerque;Women's Street Footwear;R$60,00 ;450;R$270.000 ;R$94.500 ;35%;Online
;Kohl's;1128299;5/27/21;West;New Mexico;Albuquerque;Women's Athletic Footwear;R$55,00 ;350;R$192.500 ;R$67.375 ;35%;Online
;Kohl's;1128299;5/27/21;West;New Mexico;Albuquerque;Men's Apparel;R$60,00 ;250;R$150.000 ;R$45.000 ;30%;Online
;Kohl's;1128299;5/27/21;West;New Mexico;Albuquerque;Women's Apparel;R$75,00 ;425;R$318.750 ;R$79.688 ;25%;Online
;Kohl's;1128299;6/26/21;West;New Mexico;Albuquerque;Men's Street Footwear;R$55,00 ;700;R$385.000 ;R$134.750 ;35%;Online
;Kohl's;1128299;6/26/21;West;New Mexico;Albuquerque;Men's Athletic Footwear;R$60,00 ;550;R$330.000 ;R$132.000 ;40%;Online
;Kohl's;1128299;6/26/21;West;New Mexico;Albuquerque;Women's Street Footwear;R$60,00 ;550;R$330.000 ;R$115.500 ;35%;Online
;Kohl's;1128299;6/26/21;West;New Mexico;Albuquerque;Women's Athletic Footwear;R$55,00 ;425;R$233.750 ;R$81.813 ;35%;Online
;Kohl's;1128299;6/26/21;West;New Mexico;Albuquerque;Men's Apparel;R$60,00 ;300;R$180.000 ;R$54.000 ;30%;Online
;Kohl's;1128299;6/26/21;West;New Mexico;Albuquerque;Women's Apparel;R$75,00 ;600;R$450.000 ;R$112.500 ;25%;Online
;Kohl's;1128299;7/25/21;West;New Mexico;Albuquerque;Men's Street Footwear;R$55,00 ;750;R$412.500 ;R$144.375 ;35%;Online
;Kohl's;1128299;7/25/21;West;New Mexico;Albuquerque;Men's Athletic Footwear;R$60,00 ;600;R$360.000 ;R$144.000 ;40%;Online
;Kohl's;1128299;7/25/21;West;New Mexico;Albuquerque;Women's Street Footwear;R$60,00 ;550;R$330.000 ;R$115.500 ;35%;Online
;Kohl's;1128299;7/25/21;West;New Mexico;Albuquerque;Women's Athletic Footwear;R$55,00 ;450;R$247.500 ;R$86.625 ;35%;Online
;Kohl's;1128299;7/25/21;West;New Mexico;Albuquerque;Men's Apparel;R$60,00 ;500;R$300.000 ;R$90.000 ;30%;Online
;Kohl's;1128299;7/25/21;West;New Mexico;Albuquerque;Women's Apparel;R$75,00 ;500;R$375.000 ;R$93.750 ;25%;Online
;Kohl's;1128299;8/26/21;West;New Mexico;Albuquerque;Men's Street Footwear;R$60,00 ;700;R$420.000 ;R$147.000 ;35%;Online
;Kohl's;1128299;8/26/21;West;New Mexico;Albuquerque;Men's Athletic Footwear;R$65,00 ;650;R$422.500 ;R$169.000 ;40%;Online
;Kohl's;1128299;8/26/21;West;New Mexico;Albuquerque;Women's Street Footwear;R$60,00 ;525;R$315.000 ;R$110.250 ;35%;Online
;Kohl's;1128299;8/26/21;West;New Mexico;Albuquerque;Women's Athletic Footwear;R$60,00 ;475;R$285.000 ;R$99.750 ;35%;Online
;Kohl's;1128299;8/26/21;West;New Mexico;Albuquerque;Men's Apparel;R$70,00 ;475;R$332.500 ;R$99.750 ;30%;Online
;Kohl's;1128299;8/26/21;West;New Mexico;Albuquerque;Women's Apparel;R$75,00 ;450;R$337.500 ;R$84.375 ;25%;Online
;Kohl's;1128299;9/27/21;West;New Mexico;Albuquerque;Men's Street Footwear;R$50,00 ;625;R$312.500 ;R$109.375 ;35%;Online
;Kohl's;1128299;9/27/21;West;New Mexico;Albuquerque;Men's Athletic Footwear;R$55,00 ;625;R$343.750 ;R$137.500 ;40%;Online
;Kohl's;1128299;9/27/21;West;New Mexico;Albuquerque;Women's Street Footwear;R$50,00 ;475;R$237.500 ;R$83.125 ;35%;Online
;Kohl's;1128299;9/27/21;West;New Mexico;Albuquerque;Women's Athletic Footwear;R$50,00 ;425;R$212.500 ;R$74.375 ;35%;Online
;Kohl's;1128299;9/27/21;West;New Mexico;Albuquerque;Men's Apparel;R$60,00 ;425;R$255.000 ;R$76.500 ;30%;Online
;Kohl's;1128299;9/27/21;West;New Mexico;Albuquerque;Women's Apparel;R$65,00 ;475;R$308.750 ;R$77.188 ;25%;Online
;Kohl's;1128299;10/26/21;West;New Mexico;Albuquerque;Men's Street Footwear;R$50,00 ;550;R$275.000 ;R$96.250 ;35%;Online
;Kohl's;1128299;10/26/21;West;New Mexico;Albuquerque;Men's Athletic Footwear;R$55,00 ;550;R$302.500 ;R$121.000 ;40%;Online
;Kohl's;1128299;10/26/21;West;New Mexico;Albuquerque;Women's Street Footwear;R$50,00 ;375;R$187.500 ;R$65.625 ;35%;Online
;Kohl's;1128299;10/26/21;West;New Mexico;Albuquerque;Women's Athletic Footwear;R$50,00 ;350;R$175.000 ;R$61.250 ;35%;Online
;Kohl's;1128299;10/26/21;West;New Mexico;Albuquerque;Men's Apparel;R$60,00 ;325;R$195.000 ;R$58.500 ;30%;Online
;Kohl's;1128299;10/26/21;West;New Mexico;Albuquerque;Women's Apparel;R$75,00 ;375;R$281.250 ;R$70.313 ;25%;Online
;Kohl's;1128299;11/26/21;West;New Mexico;Albuquerque;Men's Street Footwear;R$60,00 ;550;R$330.000 ;R$115.500 ;35%;Online
;Kohl's;1128299;11/26/21;West;New Mexico;Albuquerque;Men's Athletic Footwear;R$65,00 ;600;R$390.000 ;R$156.000 ;40%;Online
;Kohl's;1128299;11/26/21;West;New Mexico;Albuquerque;Women's Street Footwear;R$60,00 ;450;R$270.000 ;R$94.500 ;35%;Online
;Kohl's;1128299;11/26/21;West;New Mexico;Albuquerque;Women's Athletic Footwear;R$60,00 ;425;R$255.000 ;R$89.250 ;35%;Online
;Kohl's;1128299;11/26/21;West;New Mexico;Albuquerque;Men's Apparel;R$70,00 ;375;R$262.500 ;R$78.750 ;30%;Online
;Kohl's;1128299;11/26/21;West;New Mexico;Albuquerque;Women's Apparel;R$75,00 ;500;R$375.000 ;R$93.750 ;25%;Online
;Kohl's;1128299;12/25/21;West;New Mexico;Albuquerque;Men's Street Footwear;R$60,00 ;700;R$420.000 ;R$147.000 ;35%;Online
;Kohl's;1128299;12/25/21;West;New Mexico;Albuquerque;Men's Athletic Footwear;R$65,00 ;700;R$455.000 ;R$182.000 ;40%;Online
;Sports Direct;1128299;12/25/21;West;New Mexico;Albuquerque;Women's Street Footwear;R$60,00 ;500;R$300.000 ;R$105.000 ;35%;Online
;Sports Direct;1128299;12/25/21;West;New Mexico;Albuquerque;Women's Athletic Footwear;R$60,00 ;500;R$300.000 ;R$105.000 ;35%;Online
;Sports Direct;1128299;12/25/21;West;New Mexico;Albuquerque;Men's Apparel;R$70,00 ;425;R$297.500 ;R$89.250 ;30%;Online
;Sports Direct;1128299;12/25/21;West;New Mexico;Albuquerque;Women's Apparel;R$75,00 ;525;R$393.750 ;R$98.438 ;25%;Online
;Sports Direct;1128299;1/13/21;West;New Mexico;Albuquerque;Men's Street Footwear;R$30,00 ;450;R$135.000 ;R$54.000 ;40%;Online
;Sports Direct;1128299;1/13/21;West;New Mexico;Albuquerque;Men's Athletic Footwear;R$40,00 ;450;R$180.000 ;R$72.000 ;40%;Online
;Sports Direct;1128299;1/13/21;West;New Mexico;Albuquerque;Women's Street Footwear;R$40,00 ;450;R$180.000 ;R$63.000 ;35%;Online
;Sports Direct;1128299;1/13/21;West;New Mexico;Albuquerque;Women's Athletic Footwear;R$40,00 ;300;R$120.000 ;R$48.000 ;40%;Online
;Sports Direct;1128299;1/13/21;West;New Mexico;Albuquerque;Men's Apparel;R$45,00 ;250;R$112.500 ;R$39.375 ;35%;Online
;Sports Direct;1128299;1/13/21;West;New Mexico;Albuquerque;Women's Apparel;R$40,00 ;450;R$180.000 ;R$45.000 ;25%;Online
;Sports Direct;1128299;2/13/21;West;New Mexico;Albuquerque;Men's Street Footwear;R$30,00 ;500;R$150.000 ;R$60.000 ;40%;Online
;Sports Direct;1128299;2/13/21;West;New Mexico;Albuquerque;Men's Athletic Footwear;R$40,00 ;400;R$160.000 ;R$64.000 ;40%;Online
;Sports Direct;1128299;2/13/21;West;New Mexico;Albuquerque;Women's Street Footwear;R$40,00 ;400;R$160.000 ;R$56.000 ;35%;Online
;Sports Direct;1128299;2/13/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;R$40,00 ;250;R$100.000 ;R$40.000 ;40%;Online
;Sports Direct;1128299;2/13/21;Southeast;Georgia;Atlanta;Men's Apparel;R$45,00 ;175;R$78.750 ;R$27.563 ;35%;Online
;Sports Direct;1128299;2/13/21;Southeast;Georgia;Atlanta;Women's Apparel;R$40,00 ;375;R$150.000 ;R$37.500 ;25%;Online
;Sports Direct;1128299;3/12/21;Southeast;Georgia;Atlanta;Men's Street Footwear;R$40,00 ;525;R$210.000 ;R$84.000 ;40%;Online
;Sports Direct;1128299;3/12/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;R$50,00 ;375;R$187.500 ;R$75.000 ;40%;Online
;Sports Direct;1128299;3/12/21;Southeast;Georgia;Atlanta;Women's Street Footwear;R$50,00 ;375;R$187.500 ;R$65.625 ;35%;Online
;Sports Direct;1128299;3/12/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;R$50,00 ;250;R$125.000 ;R$50.000 ;40%;Online
;Sports Direct;1128299;3/12/21;Southeast;Georgia;Atlanta;Men's Apparel;R$55,00 ;150;R$82.500 ;R$28.875 ;35%;Online
;Sports Direct;1128299;3/12/21;Southeast;Georgia;Atlanta;Women's Apparel;R$50,00 ;350;R$175.000 ;R$43.750 ;25%;Online
;Sports Direct;1128299;4/13/21;Southeast;Georgia;Atlanta;Men's Street Footwear;R$50,00 ;525;R$262.500 ;R$105.000 ;40%;Online
;Sports Direct;1128299;4/13/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;R$55,00 ;325;R$178.750 ;R$71.500 ;40%;Online
;Sports Direct;1128299;4/13/21;Southeast;Georgia;Atlanta;Women's Street Footwear;R$55,00 ;375;R$206.250 ;R$72.188 ;35%;Online
;Sports Direct;1128299;4/13/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;R$50,00 ;275;R$137.500 ;R$55.000 ;40%;Online
;Sports Direct;1128299;4/13/21;Southeast;Georgia;Atlanta;Men's Apparel;R$55,00 ;175;R$96.250 ;R$33.688 ;35%;Online
;Sports Direct;1128299;4/13/21;Southeast;Georgia;Atlanta;Women's Apparel;R$70,00 ;350;R$245.000 ;R$61.250 ;25%;Online
;Sports Direct;1128299;5/14/21;Southeast;Georgia;Atlanta;Men's Street Footwear;R$50,00 ;550;R$275.000 ;R$110.000 ;40%;Online
;Sports Direct;1128299;5/14/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;R$55,00 ;400;R$220.000 ;R$88.000 ;40%;Online
;Sports Direct;1128299;5/14/21;Southeast;Georgia;Atlanta;Women's Street Footwear;R$55,00 ;425;R$233.750 ;R$81.813 ;35%;Online
;Sports Direct;1128299;5/14/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;R$50,00 ;325;R$162.500 ;R$65.000 ;40%;Online
;Sports Direct;1128299;5/14/21;Southeast;Georgia;Atlanta;Men's Apparel;R$55,00 ;225;R$123.750 ;R$43.313 ;35%;Online
;Sports Direct;1128299;5/14/21;Southeast;Georgia;Atlanta;Women's Apparel;R$70,00 ;400;R$280.000 ;R$70.000 ;25%;Online
;Sports Direct;1128299;6/13/21;Southeast;Georgia;Atlanta;Men's Street Footwear;R$50,00 ;675;R$337.500 ;R$135.000 ;40%;Online
;Sports Direct;1128299;6/13/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;R$55,00 ;525;R$288.750 ;R$115.500 ;40%;Online
;Sports Direct;1128299;6/13/21;Southeast;Georgia;Atlanta;Women's Street Footwear;R$55,00 ;525;R$288.750 ;R$101.063 ;35%;Online
;Sports Direct;1128299;6/13/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;R$50,00 ;400;R$200.000 ;R$80.000 ;40%;Online
;Sports Direct;1128299;6/13/21;Southeast;Georgia;Atlanta;Men's Apparel;R$55,00 ;275;R$151.250 ;R$52.938 ;35%;Online
;Sports Direct;1128299;6/13/21;Southeast;Georgia;Atlanta;Women's Apparel;R$70,00 ;575;R$402.500 ;R$100.625 ;25%;Online
;Sports Direct;1128299;7/12/21;Southeast;Georgia;Atlanta;Men's Street Footwear;R$50,00 ;725;R$362.500 ;R$145.000 ;40%;Online
;Sports Direct;1128299;7/12/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;R$55,00 ;575;R$316.250 ;R$126.500 ;40%;Online
;Sports Direct;1128299;7/12/21;Southeast;Georgia;Atlanta;Women's Street Footwear;R$55,00 ;525;R$288.750 ;R$101.063 ;35%;Online
;Sports Direct;1128299;7/12/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;R$50,00 ;425;R$212.500 ;R$85.000 ;40%;Online
;Sports Direct;1128299;7/12/21;Southeast;Georgia;Atlanta;Men's Apparel;R$55,00 ;475;R$261.250 ;R$91.438 ;35%;Online
;Sports Direct;1128299;7/12/21;Southeast;Georgia;Atlanta;Women's Apparel;R$70,00 ;475;R$332.500 ;R$83.125 ;25%;Online
;Sports Direct;1128299;8/13/21;Southeast;Georgia;Atlanta;Men's Street Footwear;R$55,00 ;675;R$371.250 ;R$148.500 ;40%;Online
;Sports Direct;1128299;8/13/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;R$60,00 ;625;R$375.000 ;R$150.000 ;40%;Online
;Sports Direct;1128299;8/13/21;Southeast;Georgia;Atlanta;Women's Street Footwear;R$55,00 ;500;R$275.000 ;R$96.250 ;35%;Online
;Sports Direct;1128299;8/13/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;R$55,00 ;450;R$247.500 ;R$99.000 ;40%;Online
;Sports Direct;1128299;8/13/21;Southeast;Georgia;Atlanta;Men's Apparel;R$65,00 ;450;R$292.500 ;R$102.375 ;35%;Online
;Sports Direct;1128299;8/13/21;Southeast;Georgia;Atlanta;Women's Apparel;R$70,00 ;425;R$297.500 ;R$74.375 ;25%;Online
;Sports Direct;1128299;9/14/21;Southeast;Georgia;Atlanta;Men's Street Footwear;R$45,00 ;600;R$270.000 ;R$108.000 ;40%;Online
;Sports Direct;1128299;9/14/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;R$50,00 ;600;R$300.000 ;R$120.000 ;40%;Online
;Sports Direct;1128299;9/14/21;Southeast;Georgia;Atlanta;Women's Street Footwear;R$45,00 ;450;R$202.500 ;R$70.875 ;35%;Online
;Sports Direct;1128299;9/14/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;R$45,00 ;400;R$180.000 ;R$72.000 ;40%;Online
;Sports Direct;1128299;9/14/21;Southeast;Georgia;Atlanta;Men's Apparel;R$55,00 ;400;R$220.000 ;R$77.000 ;35%;Online
;Sports Direct;1128299;9/14/21;Southeast;Georgia;Atlanta;Women's Apparel;R$60,00 ;450;R$270.000 ;R$67.500 ;25%;Online
;Sports Direct;1128299;10/13/21;Southeast;Georgia;Atlanta;Men's Street Footwear;R$45,00 ;525;R$236.250 ;R$94.500 ;40%;Online
;Sports Direct;1128299;10/13/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;R$50,00 ;525;R$262.500 ;R$105.000 ;40%;Online
;Sports Direct;1128299;10/13/21;Southeast;Georgia;Atlanta;Women's Street Footwear;R$45,00 ;350;R$157.500 ;R$55.125 ;35%;Online
;Sports Direct;1128299;10/13/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;R$45,00 ;325;R$146.250 ;R$58.500 ;40%;Online
;Sports Direct;1128299;10/13/21;Southeast;Georgia;Atlanta;Men's Apparel;R$55,00 ;300;R$165.000 ;R$57.750 ;35%;Online
;Sports Direct;1128299;10/13/21;Southeast;Georgia;Atlanta;Women's Apparel;R$70,00 ;350;R$245.000 ;R$61.250 ;25%;Online
;Sports Direct;1128299;11/13/21;Southeast;Georgia;Atlanta;Men's Street Footwear;R$55,00 ;525;R$288.750 ;R$115.500 ;40%;Online
;Sports Direct;1128299;11/13/21;Southeast;Georgia;Atlanta;Men's Athletic Footwear;R$60,00 ;575;R$345.000 ;R$138.000 ;40%;Online
;Sports Direct;1128299;11/13/21;Southeast;Georgia;Atlanta;Women's Street Footwear;R$55,00 ;425;R$233.750 ;R$81.813 ;35%;Online
;Sports Direct;1128299;11/13/21;Southeast;Georgia;Atlanta;Women's Athletic Footwear;R$55,00 ;400;R$220.000 ;R$88.000 ;40%;Online
